,country,year,sex,age,suicides_no,population,rate_per_100k
31400,Republic of Korea,1990,male,35-54,736.0,4981300.0,14.775259470419368
31620,Republic of Korea,2009,female,15-24,460.0,3120462.0,14.74140688141692
13634,Estonia,1997,female,35-54,29.0,196914.0,14.72724133378023
31596,Republic of Korea,2007,female,15-24,467.0,3173279.0,14.716638530680724
31376,Republic of Korea,1988,male,35-54,691.0,4699000.0,14.705256437539902
21448,Kazakhstan,1998,female,55-74,160.0,1090300.0,14.674860130239383
36146,Slovenia,1998,female,35-54,42.0,286600.0,14.65457083042568
37060,Sri Lanka,1981,female,55-74,77.0,526000.0,14.638783269961978
23104,Lithuania,1989,female,55-74,54.0,368955.0,14.635931211123307
21472,Kazakhstan,2000,female,55-74,147.0,1005027.0,14.626472721628375
18482,Hungary,2003,female,35-54,211.0,1446346.0,14.588487125487262
21460,Kazakhstan,1999,female,55-74,152.0,1044200.0,14.556598352805976
41104,Ukraine,1991,female,55-74,867.0,5958600.0,14.550397744436612
23366,Lithuania,2011,female,35-54,67.0,460566.0,14.547317865409083
33232,Russian Federation,2003,female,55-74,2214.0,15243314.0,14.524400665104713
13562,Estonia,1991,female,35-54,31.0,213988.0,14.486793651980486
37106,Sri Lanka,1985,female,35-54,203.0,1402000.0,14.479315263908703
22997,Latvia,2014,female,75+,19.0,131335.0,14.466821487036967
21641,Kazakhstan,2014,female,75+,47.0,325593.0,14.435199773950913
31470,Republic of Korea,1996,male,15-24,619.0,4291000.0,14.425541831740855
18486,Hungary,2003,male,15-24,101.0,701620.0,14.395256691656451
31388,Republic of Korea,1989,male,35-54,693.0,4820500.0,14.376102064101234
21576,Kazakhstan,2009,female,15-24,214.0,1488994.0,14.372119699609268
36282,Slovenia,2009,male,15-24,18.0,125503.0,14.342286638566408
31516,Republic of Korea,2000,female,55-74,481.0,3355684.0,14.333888411423722
36013,Slovenia,1987,female,25-34,23.0,160500.0,14.330218068535826
23306,Lithuania,2006,female,35-54,70.0,488597.0,14.326735530508783
33146,Russian Federation,1996,female,35-54,2953.0,20618800.0,14.32188100180418
22753,Latvia,1994,female,25-34,26.0,181800.0,14.3014301430143
21436,Kazakhstan,1997,female,55-74,164.0,1153000.0,14.223764093668692
23416,Lithuania,2015,female,55-74,55.0,386892.0,14.21585351984533
37142,Sri Lanka,1997,female,35-54,313.0,2204629.0,14.197400106775335
41046,Ukraine,1986,male,15-24,510.0,3599300.0,14.169421832022893
31504,Republic of Korea,1999,female,55-74,464.0,3280700.0,14.14332307129576
13648,Estonia,1998,female,55-74,25.0,176820.0,14.138672095916752
36268,Slovenia,2008,female,55-74,32.0,226771.0,14.111151778666583
22658,Latvia,1986,female,35-54,51.0,362000.0,14.088397790055248
22986,Latvia,2013,male,15-24,17.0,120698.0,14.084740426519081
41070,Ukraine,1988,male,15-24,494.0,3509600.0,14.07567813995897
37201,Sri Lanka,2002,female,25-34,213.0,1514774.0,14.061503564228062
31638,Republic of Korea,2010,male,15-24,493.0,3509674.0,14.046888685387875
33182,Russian Federation,1999,female,35-54,3128.0,22337800.0,14.003169515350661
22864,Latvia,2003,female,55-74,41.0,292959.0,13.99513242467376
36194,Slovenia,2002,female,35-54,42.0,300471.0,13.978054454506424
21508,Kazakhstan,2003,female,55-74,139.0,996433.0,13.949758789602512
18582,Hungary,2011,male,15-24,87.0,623854.0,13.945570598248949
13694,Estonia,2002,female,35-54,28.0,201060.0,13.926191186710433
37193,Sri Lanka,2001,female,75+,31.0,222745.0,13.917259646681181
31614,Republic of Korea,2008,male,15-24,481.0,3456651.0,13.915202894362201
37070,Sri Lanka,1982,female,35-54,187.0,1344000.0,13.913690476190476
31375,Republic of Korea,1988,male,25-34,575.0,4136900.0,13.89929657472987
18530,Hungary,2007,female,35-54,196.0,1412746.0,13.873689962668449
36256,Slovenia,2007,female,55-74,31.0,223540.0,13.86776415853986
21617,Kazakhstan,2012,female,75+,40.0,288919.0,13.844710801297248
13526,Estonia,1988,female,35-54,29.0,209800.0,13.822688274547188
22670,Latvia,1987,female,35-54,50.0,361900.0,13.815971262779772
33098,Russian Federation,1992,female,35-54,2768.0,20093200.0,13.775804749865626
41058,Ukraine,1987,male,15-24,488.0,3543900.0,13.770140240977454
18542,Hungary,2008,female,35-54,193.0,1402042.0,13.765636122170378
31412,Republic of Korea,1991,male,35-54,708.0,5151700.0,13.743036279286448
18554,Hungary,2009,female,35-54,191.0,1390659.0,13.73449565997128
33377,Russian Federation,2015,female,75+,953.0,6957819.0,13.696820799736239
31350,Republic of Korea,1986,male,15-24,616.0,4499600.0,13.690105787181082
37096,Sri Lanka,1984,female,55-74,81.0,592000.0,13.682432432432433
36354,Slovenia,2015,male,15-24,14.0,103331.0,13.548693035004018
21552,Kazakhstan,2007,female,15-24,203.0,1498711.0,13.544972980114245
37118,Sri Lanka,1986,female,35-54,193.0,1425200.0,13.541959023294975
31387,Republic of Korea,1989,male,25-34,574.0,4239100.0,13.54061003514897
18616,Hungary,2014,female,55-74,183.0,1351899.0,13.536514192258444
23342,Lithuania,2009,female,35-54,65.0,480247.0,13.534701934629473
36074,Slovenia,1992,female,35-54,37.0,274100.0,13.4987230937614
23102,Lithuania,1989,female,35-54,64.0,475738.0,13.452782834249103
23330,Lithuania,2008,female,35-54,65.0,483453.0,13.444947078619846
36182,Slovenia,2001,female,35-54,40.0,297875.0,13.428451531682754
33026,Russian Federation,1986,female,35-54,2468.0,18416900.0,13.400735194305229
18628,Hungary,2015,female,55-74,181.0,1350675.0,13.400707053880467
33158,Russian Federation,1997,female,35-54,2819.0,21047500.0,13.393514669200618
36341,Slovenia,2014,female,75+,15.0,112058.0,13.385925145906585
37108,Sri Lanka,1985,female,55-74,80.0,600000.0,13.333333333333334
33244,Russian Federation,2004,female,55-74,2029.0,15236313.0,13.316870032795991
31662,Republic of Korea,2012,male,15-24,475.0,3573502.0,13.292283032162848
41224,Ukraine,2001,female,55-74,775.0,5837138.0,13.277054611352344
31411,Republic of Korea,1991,male,25-34,568.0,4281300.0,13.266998341625207
23078,Lithuania,1987,female,35-54,63.0,475000.0,13.263157894736842
18594,Hungary,2012,male,15-24,82.0,618784.0,13.251797072968921
37205,Sri Lanka,2002,female,75+,31.0,234216.0,13.235645728729038
31674,Republic of Korea,2013,male,15-24,473.0,3589652.0,13.17676476716963
31586,Republic of Korea,2006,female,35-54,1036.0,7878811.0,13.149192181409099
23356,Lithuania,2010,female,55-74,50.0,380465.0,13.141813307400154
31554,Republic of Korea,2003,male,15-24,495.0,3769703.0,13.131007933516248
41236,Ukraine,2002,female,55-74,759.0,5786181.0,13.117460376714797
18578,Hungary,2011,female,35-54,182.0,1388027.0,13.112136867654593
31608,Republic of Korea,2008,female,15-24,410.0,3128527.0,13.10520893698536
41381,Ukraine,2015,female,75+,296.0,2261462.0,13.088877902878759
22876,Latvia,2004,female,55-74,38.0,290735.0,13.070321770684643
18229,Hungary,1982,female,25-34,112.0,857100.0,13.0673200326683
18337,Hungary,1991,female,25-34,85.0,652494.0,13.026939711323015
37166,Sri Lanka,1999,female,35-54,304.0,2334618.0,13.021402216551058
37046,Sri Lanka,1980,female,35-54,163.0,1253000.0,13.00877893056664
41248,Ukraine,2003,female,55-74,738.0,5689228.0,12.97188300416155
21624,Kazakhstan,2013,female,15-24,182.0,1405609.0,12.948124264998304
13720,Estonia,2004,female,55-74,22.0,170025.0,12.939273636229967
37178,Sri Lanka,2000,female,35-54,309.0,2394085.0,12.906809908587205
31399,Republic of Korea,1990,male,25-34,550.0,4270100.0,12.880260415446944
33194,Russian Federation,2000,female,35-54,2926.0,22830770.0,12.816037304041869
13684,Estonia,2001,female,55-74,22.0,171675.0,12.814911897480705
33038,Russian Federation,1987,female,35-54,2383.0,18608100.0,12.806251041213235
40994,Ukraine,1981,female,35-54,912.0,7130800.0,12.789588825938182
41006,Ukraine,1982,female,35-54,897.0,7014500.0,12.787796706821585
22850,Latvia,2002,female,35-54,43.0,336675.0,12.771961090072027
18522,Hungary,2006,male,15-24,84.0,659708.0,12.732906073596197
21348,Kazakhstan,1990,female,15-24,170.0,1338900.0,12.696990066472479
33206,Russian Federation,2001,female,35-54,2920.0,23046634.0,12.669962997633407
33218,Russian Federation,2002,female,35-54,2910.0,22995821.0,12.654473175800073
31572,Republic of Korea,2005,female,15-24,421.0,3334069.0,12.627213174052486
31686,Republic of Korea,2014,male,15-24,453.0,3588494.0,12.623680017299737
21432,Kazakhstan,1997,female,15-24,175.0,1388400.0,12.604436761740132
23114,Lithuania,1990,female,35-54,60.0,476383.0,12.594907878744625
33050,Russian Federation,1988,female,35-54,2378.0,18889400.0,12.589071119252067
36304,Slovenia,2011,female,55-74,30.0,238651.0,12.570657571097545
23344,Lithuania,2009,female,55-74,48.0,381948.0,12.567155738477489
33170,Russian Federation,1998,female,35-54,2715.0,21695000.0,12.514404240608435
21445,Kazakhstan,1998,female,25-34,138.0,1103400.0,12.50679717237629
33074,Russian Federation,1990,female,35-54,2467.0,19730400.0,12.503547824676641
31482,Republic of Korea,1997,male,15-24,528.0,4231500.0,12.477844735909253
21588,Kazakhstan,2010,female,15-24,193.0,1549811.0,12.453131381826557
36145,Slovenia,1998,female,25-34,18.0,144800.0,12.430939226519337
36085,Slovenia,1993,female,25-34,19.0,153000.0,12.418300653594772
22838,Latvia,2001,female,35-54,42.0,338359.0,12.412851438856363
37048,Sri Lanka,1980,female,55-74,64.0,517000.0,12.379110251450678
23318,Lithuania,2007,female,35-54,60.0,485943.0,12.347127132194517
33256,Russian Federation,2005,female,55-74,1884.0,15297324.0,12.3158795616802
31421,Republic of Korea,1992,female,75+,60.0,487200.0,12.31527093596059
21516,Kazakhstan,2004,female,15-24,177.0,1438621.0,12.303448927827413
21384,Kazakhstan,1993,female,15-24,173.0,1407100.0,12.29479070428541
21468,Kazakhstan,2000,female,15-24,169.0,1375343.0,12.28784383241126
23233,Lithuania,2000,female,25-34,31.0,252324.0,12.285791284221874
23160,Lithuania,1994,female,15-24,32.0,260541.0,12.282136016980052
22741,Latvia,1993,female,25-34,23.0,187400.0,12.273212379935964
23404,Lithuania,2014,female,55-74,47.0,383128.0,12.267440646468021
18566,Hungary,2010,female,35-54,170.0,1386313.0,12.26274297362861
21565,Kazakhstan,2008,female,25-34,152.0,1240283.0,12.255267547809654
36230,Slovenia,2005,female,35-54,37.0,302228.0,12.242413012692404
37154,Sri Lanka,1998,female,35-54,278.0,2271131.0,12.240597305923789
21653,Kazakhstan,2015,female,75+,42.0,343577.0,12.22433399208911
21350,Kazakhstan,1990,female,35-54,225.0,1845400.0,12.192478595426465
31506,Republic of Korea,1999,male,15-24,496.0,4071500.0,12.182242416799705
21540,Kazakhstan,2006,female,15-24,181.0,1486771.0,12.174033526346694
37225,Sri Lanka,2006,female,25-34,194.0,1594072.0,12.17009018413221
31489,Republic of Korea,1998,female,25-34,533.0,4381500.0,12.164783749857355
13465,Estonia,1982,female,25-34,14.0,115100.0,12.163336229365768
37213,Sri Lanka,2003,female,25-34,186.0,1529565.0,12.160320091006266
33086,Russian Federation,1991,female,35-54,2429.0,19987200.0,12.152777777777777
31585,Republic of Korea,2006,female,25-34,490.0,4032326.0,12.15179526655335
22682,Latvia,1988,female,35-54,44.0,362200.0,12.14798453892877
18570,Hungary,2010,male,15-24,77.0,635049.0,12.125048618295597
18618,Hungary,2014,male,15-24,72.0,595596.0,12.088731287651362
23389,Lithuania,2013,female,25-34,22.0,182444.0,12.058494661375544
33062,Russian Federation,1989,female,35-54,2326.0,19316700.0,12.041394234004773
31561,Republic of Korea,2004,female,25-34,496.0,4130154.0,12.009237427950628
21422,Kazakhstan,1996,female,35-54,223.0,1858300.0,12.000215250497767
37144,Sri Lanka,1997,female,55-74,118.0,984037.0,11.991419021845724
23173,Lithuania,1995,female,25-34,33.0,276055.0,11.95413957363569
18510,Hungary,2005,male,15-24,80.0,669313.0,11.952554335564974
36086,Slovenia,1993,female,35-54,33.0,276200.0,11.947863866763216
21496,Kazakhstan,2002,female,55-74,119.0,996301.0,11.94418152747011
21470,Kazakhstan,2000,female,35-54,234.0,1959602.0,11.941200304959885
31409,Republic of Korea,1991,female,75+,56.0,469000.0,11.940298507462686
21302,Kazakhstan,1986,female,35-54,195.0,1633300.0,11.939019163656402
31549,Republic of Korea,2003,female,25-34,503.0,4221700.0,11.914631546533387
31538,Republic of Korea,2002,female,35-54,845.0,7092799.0,11.913491415730237
36206,Slovenia,2003,female,35-54,36.0,302356.0,11.906494331185755
23380,Lithuania,2012,female,55-74,45.0,378541.0,11.887747958609502
23320,Lithuania,2007,female,55-74,46.0,387684.0,11.865333622228412
31632,Republic of Korea,2010,female,15-24,372.0,3137470.0,11.856687075892358
31434,Republic of Korea,1993,male,15-24,522.0,4405500.0,11.8488253319714
13682,Estonia,2001,female,35-54,24.0,202560.0,11.848341232227488
18630,Hungary,2015,male,15-24,69.0,582471.0,11.84608332432001
21480,Kazakhstan,2001,female,15-24,158.0,1336586.0,11.821162274631037
31578,Republic of Korea,2005,male,15-24,426.0,3606285.0,11.81271030991727
18325,Hungary,1990,female,25-34,80.0,677383.0,11.810157621316153
33230,Russian Federation,2003,female,35-54,2718.0,23024470.0,11.804831989618002
18534,Hungary,2007,male,15-24,77.0,652277.0,11.804800721166007
31602,Republic of Korea,2007,male,15-24,410.0,3478791.0,11.785703711433083
37120,Sri Lanka,1986,female,55-74,72.0,611700.0,11.77047572339382
18546,Hungary,2008,male,15-24,76.0,645909.0,11.766363373168666
21484,Kazakhstan,2001,female,55-74,119.0,1011423.0,11.765601533680766
31698,Republic of Korea,2015,male,15-24,421.0,3580725.0,11.757395499514763
37156,Sri Lanka,1998,female,55-74,118.0,1006698.0,11.72148946357299
37168,Sri Lanka,1999,female,55-74,121.0,1035715.0,11.6827505636203
13501,Estonia,1986,female,25-34,14.0,119900.0,11.676396997497914
21326,Kazakhstan,1988,female,35-54,202.0,1730000.0,11.676300578034681
22609,Latvia,1982,female,25-34,22.0,188500.0,11.671087533156498
37180,Sri Lanka,2000,female,55-74,125.0,1072256.0,11.657663841470693
23197,Lithuania,1997,female,25-34,31.0,266372.0,11.637859835117805
33242,Russian Federation,2004,female,35-54,2668.0,22956701.0,11.621878945062706
21492,Kazakhstan,2002,female,15-24,160.0,1377461.0,11.615573871056966
23257,Lithuania,2002,female,25-34,28.0,242244.0,11.558593814501082
31397,Republic of Korea,1990,female,75+,52.0,450100.0,11.552988224838924
21434,Kazakhstan,1997,female,35-54,216.0,1871000.0,11.544628540887226
22706,Latvia,1990,female,35-54,42.0,364600.0,11.51947339550192
31458,Republic of Korea,1995,male,15-24,501.0,4349400.0,11.518830183473582
13514,Estonia,1987,female,35-54,24.0,208400.0,11.516314779270633
13669,Estonia,2000,female,25-34,11.0,95540.0,11.513502198032237
21338,Kazakhstan,1989,female,35-54,206.0,1790100.0,11.507736997933076
35988,Slovenia,1985,female,15-24,17.0,147900.0,11.494252873563218
36293,Slovenia,2010,female,75+,12.0,104453.0,11.488420629373977
41186,Ukraine,1998,female,35-54,814.0,7089100.0,11.482416667842179
21553,Kazakhstan,2007,female,25-34,140.0,1219565.0,11.479502937522804
41114,Ukraine,1992,female,35-54,816.0,7111100.0,11.475017929715515
22826,Latvia,2000,female,35-54,39.0,339942.0,11.472545316554
36258,Slovenia,2007,male,15-24,15.0,130849.0,11.463595442074453
31566,Republic of Korea,2004,male,15-24,423.0,3697288.0,11.440818242993242
21420,Kazakhstan,1996,female,15-24,158.0,1381300.0,11.438499963802215
21577,Kazakhstan,2009,female,25-34,145.0,1269302.0,11.423601317889673
21374,Kazakhstan,1992,female,35-54,217.0,1900200.0,11.419850542048206
18349,Hungary,1992,female,25-34,73.0,639938.0,11.407355087524104
31373,Republic of Korea,1988,female,75+,47.0,412300.0,11.399466407955371
31374,Republic of Korea,1988,male,15-24,513.0,4503000.0,11.39240506329114
41174,Ukraine,1997,female,35-54,795.0,6985700.0,11.3803913709435
21433,Kazakhstan,1997,female,25-34,131.0,1152200.0,11.369553896892901
33133,Russian Federation,1995,female,25-34,1179.0,10375900.0,11.362869726963444
18590,Hungary,2012,female,35-54,160.0,1408223.0,11.361836868166478
21410,Kazakhstan,1995,female,35-54,216.0,1901900.0,11.357063988642937
21386,Kazakhstan,1993,female,35-54,219.0,1929300.0,11.351267299020371
22924,Latvia,2008,female,55-74,32.0,282972.0,11.308539360784813
21600,Kazakhstan,2011,female,15-24,171.0,1514356.0,11.29192871425213
31490,Republic of Korea,1998,female,35-54,714.0,6323400.0,11.291393870386184
41162,Ukraine,1996,female,35-54,783.0,6949100.0,11.267646170007627
21493,Kazakhstan,2002,female,25-34,129.0,1147717.0,11.239704561316074
21444,Kazakhstan,1998,female,15-24,152.0,1353400.0,11.230973843653022
33145,Russian Federation,1996,female,25-34,1127.0,10062400.0,11.200111305453968
21469,Kazakhstan,2000,female,25-34,122.0,1089854.0,11.194159951699952
41054,Ukraine,1987,female,35-54,770.0,6881800.0,11.18893312796071
33121,Russian Federation,1994,female,25-34,1198.0,10708700.0,11.18716557565344
21396,Kazakhstan,1994,female,15-24,149.0,1332400.0,11.18282797958571
33205,Russian Federation,2001,female,25-34,1087.0,9733290.0,11.167857939093565
41030,Ukraine,1985,female,35-54,763.0,6836100.0,11.161334679129913
33268,Russian Federation,2006,female,55-74,1719.0,15405634.0,11.158255479780967
21517,Kazakhstan,2004,female,25-34,131.0,1174778.0,11.151043005572117
21504,Kazakhstan,2003,female,15-24,157.0,1408946.0,11.143081423986441
36001,Slovenia,1986,female,25-34,18.0,161700.0,11.131725417439704
33280,Russian Federation,2007,female,55-74,1738.0,15620091.0,11.12669574076105
13696,Estonia,2002,female,55-74,19.0,170805.0,11.123796141799128
37072,Sri Lanka,1982,female,55-74,64.0,577000.0,11.091854419410746
41126,Ukraine,1993,female,35-54,779.0,7042800.0,11.060941670926336
36317,Slovenia,2012,female,75+,12.0,108527.0,11.057156283689773
13549,Estonia,1990,female,25-34,13.0,117640.0,11.050663039782387
31480,Republic of Korea,1997,female,55-74,341.0,3087800.0,11.043461364077984
36278,Slovenia,2009,female,35-54,33.0,298902.0,11.04040789288797
33217,Russian Federation,2002,female,25-34,1086.0,9838656.0,11.03809300782546
21457,Kazakhstan,1999,female,25-34,120.0,1089900.0,11.010184420589045
31446,Republic of Korea,1994,male,15-24,479.0,4353800.0,11.00188341219165
21446,Kazakhstan,1998,female,35-54,205.0,1863700.0,10.999624403069163
22621,Latvia,1983,female,25-34,21.0,191300.0,10.977522216414009
31644,Republic of Korea,2011,female,15-24,347.0,3161440.0,10.976010931727314
36242,Slovenia,2006,female,35-54,33.0,301024.0,10.962581056659934
23414,Lithuania,2015,female,35-54,46.0,419841.0,10.95652878113381
23008,Latvia,2015,female,55-74,30.0,274200.0,10.940919037199125
18602,Hungary,2013,female,35-54,155.0,1416711.0,10.940834086839166
32953,Russian Federation,1980,female,25-34,1203.0,11013000.0,10.923454099700354
41138,Ukraine,1994,female,35-54,761.0,6981000.0,10.901017046268443
36024,Slovenia,1988,female,15-24,16.0,146900.0,10.891763104152485
31362,Republic of Korea,1987,male,15-24,493.0,4536200.0,10.868127507605484
13597,Estonia,1994,female,25-34,11.0,101305.0,10.858299195498741
13670,Estonia,2000,female,35-54,22.0,202765.0,10.849998767045594
